Geo Point;Geo Shape;ins_nom;ins_com;ins_insee;eqt_nb;objectid;ins_id;ins_interc;ins_partic
48.7939560009,2.58946399978;"{""type"": ""Point"", ""coordinates"": [2.589463999778676, 48.79395600090878]}";PARCOURS DE SANTE;La Queue-en-Brie;94060;1;7298;940600002;Grand Paris Sud Est Avenir (T11);Non
48.7679730012,2.61106699953;"{""type"": ""Point"", ""coordinates"": [2.611066999526215, 48.767973001221534]}";"BOUCLE DE RANDONNEE ""CIRCUIT DES FRICHES""";La Queue-en-Brie;94060;1;7305;940600009;Grand Paris Sud Est Avenir (T11);Non
48.8001275009,2.50596900039;"{""type"": ""Point"", ""coordinates"": [2.505969000386264, 48.80012750090962]}";STADE AUGUSTE MARIN;Saint-Maur-des-Fossés;94068;2;7340;940680010;ParisEstMarne&Bois (T10);Non
48.8154170008,2.45914900029;"{""type"": ""Point"", ""coordinates"": [2.459149000288535, 48.81541700080275]}";SALLE LOUIS JOUVET;Saint-Maurice;94069;1;7381;940690002;ParisEstMarne&Bois (T10);Non
48.7810200005,2.51105000048;"{""type"": ""Point"", ""coordinates"": [2.511050000475038, 48.78102000049424]}";ROBOT CLUB 94;Sucy-en-Brie;94071;2;7393;940710005;Grand Paris Sud Est Avenir (T11);Non
48.771735001,2.5149449998;"{""type"": ""Point"", ""coordinates"": [2.514944999800393, 48.7717350009915]}";GYMNASE MONTALEAU;Sucy-en-Brie;94071;2;7394;940710006;Grand Paris Sud Est Avenir (T11);Non
48.7591150272,2.53763435325;"{""type"": ""Point"", ""coordinates"": [2.537634353254081, 48.75911502720451]}";PARC DES SPORTS DE SUCY EN BRIE;Sucy-en-Brie;94071;24;7405;940710018;Grand Paris Sud Est Avenir (T11);Complexe sportif
48.7549525017,2.55379000078;"{""type"": ""Point"", ""coordinates"": [2.553790000782781, 48.75495250168783]}";PONEY CLUB DE SUCY;Sucy-en-Brie;94071;4;7406;940710019;Grand Paris Sud Est Avenir (T11);Non
48.758000001,2.54989999975;"{""type"": ""Point"", ""coordinates"": [2.549899999748065, 48.75800000104267]}";SALLE DE DANSE DES BRUYERES;Sucy-en-Brie;94071;1;7407;940710020;Grand Paris Sud Est Avenir (T11);Non
48.7565760007,2.40382400067;"{""type"": ""Point"", ""coordinates"": [2.403824000673576, 48.75657600066498]}";GYMNASE ROBERT SCHUMAN;Thiais;94073;2;7423;940730013;Grand-Orly Seine Bièvre (T12);Non
48.7675330009,2.37250100051;"{""type"": ""Point"", ""coordinates"": [2.372501000505298, 48.76753300091184]}";GYMNASE CHARLES PEGUY;Thiais;94073;2;7424;940730014;Grand-Orly Seine Bièvre (T12);Non
48.763094001,2.39649300009;"{""type"": ""Point"", ""coordinates"": [2.396493000091383, 48.763094001048145]}";CENTRE DE LOISIRS LIONEL TERRAY;Thiais;94073;1;7431;940730022;Grand-Orly Seine Bièvre (T12);Non
48.7409600005,2.4749099996;"{""type"": ""Point"", ""coordinates"": [2.474909999595406, 48.74096000047349]}";GYMNASE GUY MOQUET;Valenton;94074;1;7438;940740004;Grand-Orly Seine Bièvre (T12);Non
48.7449000007,2.46596000064;"{""type"": ""Point"", ""coordinates"": [2.465960000636168, 48.744900000666235]}";CITY STADE MARCEL CACHIN;Valenton;94074;1;7442;940740008;Grand-Orly Seine Bièvre (T12);Non
48.721354001,2.52797800001;"{""type"": ""Point"", ""coordinates"": [2.527978000007002, 48.72135400102157]}";SALLE POLYVALENTE;Villecresnes;94075;3;7452;940750001;Grand Paris Sud Est Avenir (T11);Non
48.8024300007,2.35859999985;"{""type"": ""Point"", ""coordinates"": [2.358599999854386, 48.80243000071399]}";INSTITUT MEDIO EDUCATIF DR LOUIS LE GUILLANT;Villejuif;94076;2;7466;940760007;Grand-Orly Seine Bièvre (T12);Etablissement scolaire
48.788170001,2.37484999983;"{""type"": ""Point"", ""coordinates"": [2.374849999829381, 48.78817000098765]}";PAS DE TIR A L'ARC;Villejuif;94076;1;7474;940760015;Grand-Orly Seine Bièvre (T12);Non
48.7853000012,2.36084000056;"{""type"": ""Point"", ""coordinates"": [2.360840000559236, 48.78530000124168]}";STADE KARL MARX;Villejuif;94076;1;7481;940760022;Grand-Orly Seine Bièvre (T12);Non
48.7916800005,2.36418999955;"{""type"": ""Point"", ""coordinates"": [2.364189999546864, 48.79168000051517]}";SQUARE NERUDA;Villejuif;94076;1;7488;940760029;Grand-Orly Seine Bièvre (T12);Non
48.7327450008,2.44238300024;"{""type"": ""Point"", ""coordinates"": [2.442383000236118, 48.73274500075177]}";GYMNASE ANNE FRANK;Villeneuve-le-Roi;94077;2;7495;940770003;Grand-Orly Seine Bièvre (T12);Non
48.7303420007,2.41784900046;"{""type"": ""Point"", ""coordinates"": [2.417849000461144, 48.73034200072727]}";PARCOURS SPORTIF PRE AUX LICORNES;Villeneuve-le-Roi;94077;1;7502;940770010;Grand-Orly Seine Bièvre (T12);Non
48.731355336,2.4302159986;"{""type"": ""Point"", ""coordinates"": [2.430215998601513, 48.73135533604723]}";LYCEE GEORGES BRASSENS;Villeneuve-le-Roi;94077;4;7508;940770017;Grand-Orly Seine Bièvre (T12);Etablissement scolaire
48.7248100007,2.45910999953;"{""type"": ""Point"", ""coordinates"": [2.459109999528617, 48.72481000066975]}";STADE CLEMENT ADER B;Villeneuve-Saint-Georges;94078;1;7524;940780012;Grand-Orly Seine Bièvre (T12);Non
48.8498135012,2.43926225017;"{""type"": ""Point"", ""coordinates"": [2.439262250169377, 48.84981350115478]}";COLLEGE SAINT EXUPERY;Vincennes;94080;5;7569;940800011;ParisEstMarne&Bois (T10);Etablissement scolaire
48.8473270005,2.43898100024;"{""type"": ""Point"", ""coordinates"": [2.438981000241594, 48.847327000492925]}";MAISON DES ASSOCIATIONS;Vincennes;94080;1;7576;940800018;ParisEstMarne&Bois (T10);Non
48.8465690013,2.45416699939;"{""type"": ""Point"", ""coordinates"": [2.454166999388444, 48.846569001347234]}";LE DOME DE VINCENNES;Vincennes;94080;3;7580;940800022;ParisEstMarne&Bois (T10);Piscine
48.7841820012,2.39495899897;"{""type"": ""Point"", ""coordinates"": [2.394958998965429, 48.784182001151756]}";AIRE DE JEUX DES GRANGES;Vitry-sur-Seine;94081;2;7583;940810003;Grand-Orly Seine Bièvre (T12);Non
48.7817885018,2.38292516677;"{""type"": ""Point"", ""coordinates"": [2.38292516677363, 48.78178850183918]}";COMPLEXE SPORTIF GEORGES GOSNAT;Vitry-sur-Seine;94081;13;7589;940810011;Grand-Orly Seine Bièvre (T12);Non
48.9360060041,2.22942200339;"{""type"": ""Point"", ""coordinates"": [2.229422003391033, 48.9360060041147]}";STADE DU MARAIS;Argenteuil;95018;5;7629;950180002;Boucle Nord de Seine (T5);Non
48.9434460018,2.21580800273;"{""type"": ""Point"", ""coordinates"": [2.215808002729279, 48.94344600175438]}";STADE DES COURLIS;Argenteuil;95018;6;7633;950180006;Boucle Nord de Seine (T5);Complexe sportif
48.9498000008,2.25051000013;"{""type"": ""Point"", ""coordinates"": [2.250510000128377, 48.949800000759616]}";COLLEGE SADI CARNOT;Argenteuil;95018;1;7661;950180041;Boucle Nord de Seine (T5);Etablissement scolaire
48.9415450007,2.23122000029;"{""type"": ""Point"", ""coordinates"": [2.231220000288436, 48.941545000722904]}";ETOILE SPORTIVE DES CHAMPIOUX;Argenteuil;95018;2;7667;950180051;Boucle Nord de Seine (T5);Non
48.9510300009,2.22474999977;"{""type"": ""Point"", ""coordinates"": [2.224749999773628, 48.951030000916596]}";CITY STADES HENRI WALLON;Argenteuil;95018;2;7677;950180071;Boucle Nord de Seine (T5);Non
48.9563300007,2.22410999945;"{""type"": ""Point"", ""coordinates"": [2.224109999454775, 48.95633000074591]}";MURS DE FRAPPE DU PARC DES CERISIERS;Argenteuil;95018;2;7684;950180078;Boucle Nord de Seine (T5);Non
48.9805025164,2.42851201308;"{""type"": ""Point"", ""coordinates"": [2.428512013082586, 48.98050251642514]}";STADE DE LA VALLEE;Arnouville;95019;3;7693;950190002;Roissy Pays de France;Non
48.984000001,2.41114000023;"{""type"": ""Point"", ""coordinates"": [2.411140000234767, 48.98400000096983]}";TERRAINS DE PROXIMITE;Arnouville;95019;3;7699;950190008;Roissy Pays de France;Non
49.0520000011,2.29920999944;"{""type"": ""Point"", ""coordinates"": [2.29920999944469, 49.052000001114855]}";PARIS INTERNATIONAL GOLF CLUB;Baillet-en-France;95042;10;7732;950420005;Carnelle - Pays de France;Non
49.1426000006,2.30498000041;"{""type"": ""Point"", ""coordinates"": [2.304980000408021, 49.14260000060241]}";TERRAIN MULTISPORTS DE PROXIMITE;Beaumont-sur-Oise;95052;1;7749;950520011;Haut Val d'Oise;Non
49.0913366673,2.4592500002;"{""type"": ""Point"", ""coordinates"": [2.459250000203599, 49.091336667306294]}";GOLF DE BELLEFONTAINE;Bellefontaine;95055;4;7765;950550005;Carnelle - Pays de France;Non
49.0535800012,2.25047999958;"{""type"": ""Point"", ""coordinates"": [2.250479999584816, 49.053580001247816]}";TERRAIN DE BASKET-BALL;Béthemont-la-Forêt;95061;1;7784;950610004;Vallée de l'Oise et des Trois Forêts;Non
48.9295000014,2.22198999963;"{""type"": ""Point"", ""coordinates"": [2.221989999630106, 48.92950000135305]}";COMPLEXE SPORTIF JEAN MOULIN;Bezons;95063;9;7786;950630002;Saint Germain Boucles de Seine;Non
48.9309000009,2.21386999937;"{""type"": ""Point"", ""coordinates"": [2.213869999366423, 48.93090000090721]}";GYMNASE PIERRE DE COUBERTIN;Bezons;95063;1;7800;950630017;Saint Germain Boucles de Seine;Non
48.9345500011,2.21274999942;"{""type"": ""Point"", ""coordinates"": [2.212749999416456, 48.93455000111498]}";GYMNASE PAUL VAILLANT COUTURIER;Bezons;95063;1;7801;950630018;Saint Germain Boucles de Seine;Non
49.0458300007,2.32039000066;"{""type"": ""Point"", ""coordinates"": [2.320390000664287, 49.04583000073802]}";TERRAIN DE PROXIMITE PLACE VAUBAN;Bouffémont;95091;1;7820;950910003;Plaine Vallée;Non
49.141240001,1.66318000022;"{""type"": ""Point"", ""coordinates"": [1.663180000218321, 49.14124000104936]}";COLLEGE ROSA BONHEUR;Bray-et-Lû;95101;1;7834;951010006;Vexin Val de Seine;Etablissement scolaire
49.1565700014,2.32360000056;"{""type"": ""Point"", ""coordinates"": [2.323600000556988, 49.15657000135986]}";GYMNASE DES QUINCELETTES;Bruyères-sur-Oise;95116;1;7841;951160004;Haut Val d'Oise;Non
49.0900000014,2.20210000032;"{""type"": ""Point"", ""coordinates"": [2.202100000323869, 49.09000000135106]}";TENNIS CLUB;Butry-sur-Oise;95120;2;7848;951200003;Sausseron Impressionnistes;Non
49.0479000014,2.02076999963;"{""type"": ""Point"", ""coordinates"": [2.020769999628803, 49.04790000135392]}";Groupe scolaire LE TERROIR;Cergy;95127;1;7859;951270011;Cergy Pontoise;Etablissement scolaire
49.0502000013,2.02519999935;"{""type"": ""Point"", ""coordinates"": [2.0251999993472, 49.050200001320086]}";Groupe scolaire LA CHANTERELLE;Cergy;95127;1;7860;951270012;Cergy Pontoise;Etablissement scolaire
49.0451000008,2.04610999952;"{""type"": ""Point"", ""coordinates"": [2.046109999517662, 49.045100000774696]}";Groupe scolaire LA SÉBILLE;Cergy;95127;1;7870;951270023;Cergy Pontoise;Etablissement scolaire
49.0474000009,2.02551000012;"{""type"": ""Point"", ""coordinates"": [2.025510000116938, 49.047400000913754]}";STADE DU CHAT PERCHE;Cergy;95127;1;7875;951270031;Cergy Pontoise;Non
49.0365900005,2.07737000032;"{""type"": ""Point"", ""coordinates"": [2.077370000322574, 49.036590000475286]}";PATINOIRE INTERCOMMUNALE;Cergy;95127;1;7887;951270046;Cergy Pontoise;Non
49.0412600012,2.07318999969;"{""type"": ""Point"", ""coordinates"": [2.073189999690054, 49.04126000120816]}";MOVING CERGY PONTOISE;Cergy;95127;10;7889;951270048;Cergy Pontoise;Non
49.0276000008,2.07479000033;"{""type"": ""Point"", ""coordinates"": [2.074790000334827, 49.02760000084428]}";PARCOURS DE SANTE;Cergy;95127;1;7896;951270058;Cergy Pontoise;Non
49.141970001,2.25815999934;"{""type"": ""Point"", ""coordinates"": [2.258159999338129, 49.14197000097942]}";L'ETANG DU PARADIS;Champagne-sur-Oise;95134;1;7914;951340009;Haut Val d'Oise;Non
49.120725001,2.42895999939;"{""type"": ""Point"", ""coordinates"": [2.428959999389349, 49.12072500096254]}";SALLE EUGEUNE COUDRE;Chaumontel;95149;2;7922;951490003;Carnelle - Pays de France;Non
49.0793440006,1.69193399934;"{""type"": ""Point"", ""coordinates"": [1.691933999344189, 49.07934400056665]}";ASSOCIATION AERODROME DE MANTES CHERENCES;Chérence;95157;1;7936;951570003;Vexin Val de Seine;Non
48.9627000012,2.19526999936;"{""type"": ""Point"", ""coordinates"": [2.195269999358222, 48.962700001157096]}";BEFFROI DES ASSOCIATIONS;Cormeilles-en-Parisis;95176;1;7954;951760016;Val Parisis;Non
49.1157600012,2.01788000034;"{""type"": ""Point"", ""coordinates"": [2.017880000336247, 49.11576000119484]}";"CIRCUIT DE RANDONNE ""CORMEILLES EN VEXIN SOURCES MARES ET FONTAINES"" (R7)";Cormeilles-en-Vexin;95177;1;7962;951770004;Vexin Centre;Non
49.0253000013,2.3255800003;"{""type"": ""Point"", ""coordinates"": [2.325580000300843, 49.0253000013287]}";SALLE VICTOR BASCH;Domont;95199;2;7992;951990012;Plaine Vallée;Non
49.0238700009,2.32918999977;"{""type"": ""Point"", ""coordinates"": [2.329189999771288, 49.02387000089477]}";BUS - BUSINESS ET SPORT;Domont;95199;5;7996;951990016;Plaine Vallée;Non
49.0253200005,2.37887000056;"{""type"": ""Point"", ""coordinates"": [2.37887000055801, 49.025320000533036]}";BOULODROME;Écouen;95205;1;8022;952050007;Roissy Pays de France;Non
49.0178300013,2.38112000049;"{""type"": ""Point"", ""coordinates"": [2.381120000489317, 49.0178300013]}";ECOLE RAOUL RIET;Écouen;95205;1;8024;952050010;Roissy Pays de France;Etablissement scolaire
49.021752001,2.37287600054;"{""type"": ""Point"", ""coordinates"": [2.372876000540337, 49.02175200103963]}";FORET D'ECOUEN;Écouen;95205;1;8029;952050015;Roissy Pays de France;Non
48.9749000007,2.30508000048;"{""type"": ""Point"", ""coordinates"": [2.305080000476749, 48.974900000664086]}";SQUARE JEAN MERMOZ;Enghien-les-Bains;95210;1;8037;952100003;Plaine Vallée;Non
48.9673000008,2.31318999961;"{""type"": ""Point"", ""coordinates"": [2.313189999606419, 48.967300000755465]}";COLLEGE- LYCEE COURS NOTRE DAME PROVIDENCE;Enghien-les-Bains;95210;4;8041;952100009;Plaine Vallée;Etablissement scolaire
48.9667000013,2.30533999949;"{""type"": ""Point"", ""coordinates"": [2.305339999488244, 48.966700001298115]}";COMPLEXE SPORTIF LE VIELLARD;Enghien-les-Bains;95210;2;8045;952100013;Plaine Vallée;Non
49.0206000009,2.11835999977;"{""type"": ""Point"", ""coordinates"": [2.118359999771483, 49.02060000093227]}";PISTE DE BICROSS CEDRIC HIBON;Éragny;95218;1;8060;952180003;Cergy Pontoise;Non
49.0215000006,2.11302000066;"{""type"": ""Point"", ""coordinates"": [2.113020000657349, 49.02150000059989]}";TENNIS CLUB;Éragny;95218;5;8062;952180005;Cergy Pontoise;Non
49.0166000011,2.10036999983;"{""type"": ""Point"", ""coordinates"": [2.100369999826368, 49.016600001081166]}";GROUPE SCOLAIRE DES LONGUES RAYES;Éragny;95218;1;8065;952180009;Cergy Pontoise;Etablissement scolaire
49.0166000008,2.09202999998;"{""type"": ""Point"", ""coordinates"": [2.092029999977618, 49.016600000769536]}";GROUPE SCOLAIRE PABLO NERUDA;Éragny;95218;1;8068;952180012;Cergy Pontoise;Etablissement scolaire
48.9859000008,2.26325000042;"{""type"": ""Point"", ""coordinates"": [2.263250000420189, 48.98590000083112]}";GYMNASE GUERIN DROUET;Ermont;95219;2;8088;952190012;Val Parisis;Non
48.9787000011,2.27180999933;"{""type"": ""Point"", ""coordinates"": [2.271809999329078, 48.978700001098815]}";CENTRE DE FORMATION ET D'APPRENTIS DU BATIMENT;Ermont;95219;3;8096;952190023;Val Parisis;Non
49.0345150012,2.36037333342;"{""type"": ""Point"", ""coordinates"": [2.360373333423703, 49.03451500116446]}";COMPLEXE DE LA PRAIRIE;Ézanville;95229;6;8102;952290004;Plaine Vallée;Complexe sportif
49.0319900005,2.35318999986;"{""type"": ""Point"", ""coordinates"": [2.353189999858407, 49.031990000539516]}";AIRE MULTISPORT PAUL FORT;Ézanville;95229;1;8104;952290006;Plaine Vallée;Non
48.9946183671,2.21397996635;"{""type"": ""Point"", ""coordinates"": [2.213979966350772, 48.994618367091036]}";BOIS DES EBOULURES;Franconville;95252;7;8131;952520014;Val Parisis;Non
48.9780000008,2.22474999977;"{""type"": ""Point"", ""coordinates"": [2.224749999772691, 48.97800000080113]}";CENTRE EQUESTRE DU PARC DES MONTFRAIS;Franconville;95252;3;8137;952520020;Val Parisis;Non
48.9712500011,2.39725999989;"{""type"": ""Point"", ""coordinates"": [2.397259999886771, 48.97125000108665]}";GROUPE SCOLAIRE ROBESPIERRE;Garges-lès-Gonesse;95268;1;8154;952680004;Roissy Pays de France;Etablissement scolaire
48.9678500011,2.40316000064;"{""type"": ""Point"", ""coordinates"": [2.403160000643107, 48.96785000110296]}";MAISON DES ARTS LOUIS ARAGON;Garges-lès-Gonesse;95268;1;8170;952680027;Roissy Pays de France;Non
48.9707800009,2.41503999992;"{""type"": ""Point"", ""coordinates"": [2.415039999921607, 48.97078000088471]}";GROUPE SCOLAIRE JEAN JAURES;Garges-lès-Gonesse;95268;1;8179;952680037;Roissy Pays de France;Etablissement scolaire
48.9885080027,2.43173733199;"{""type"": ""Point"", ""coordinates"": [2.431737331990307, 48.9885080027313]}";TERRAINS DE PROXIMITE;Gonesse;95277;3;8193;952770008;Roissy Pays de France;Non
48.9902200007,2.46429000008;"{""type"": ""Point"", ""coordinates"": [2.464290000084034, 48.990220000728954]}";HARAS LA FONTAINE CYPIERRE;Gonesse;95277;4;8197;952770015;Roissy Pays de France;Non
49.0423400007,2.46277000065;"{""type"": ""Point"", ""coordinates"": [2.46277000065082, 49.04234000071403]}";BOULODROME;Goussainville;95280;1;8210;952800008;Roissy Pays de France;Non
49.0429000009,2.46317999935;"{""type"": ""Point"", ""coordinates"": [2.463179999349669, 49.042900000906606]}";PLATEAU YVONNE DE GAULLE;Goussainville;95280;1;8211;952800009;Roissy Pays de France;Non
49.173910001,2.04665999976;"{""type"": ""Point"", ""coordinates"": [2.046659999761028, 49.17391000097864]}";GYMNASE;Haravilliers;95298;1;8235;952980001;Vexin Centre;Non
48.9978000006,2.14538000019;"{""type"": ""Point"", ""coordinates"": [2.145380000191522, 48.997800000567686]}";COMPLEXE SPORTIF DES FONTAINES;Herblay;95306;9;8242;953060003;Val Parisis;Complexe sportif
49.1148950019,2.21355999593;"{""type"": ""Point"", ""coordinates"": [2.21355999592571, 49.1148950019299]}";LA PLAGE;L'Isle-Adam;95313;5;8254;953130001;Vallée de l'Oise et des Trois Forêts;Base de plein air et/ou de loisirs
49.1194100011,2.22403999973;"{""type"": ""Point"", ""coordinates"": [2.224039999732297, 49.11941000111353]}";"BOUCLES DE RANDONNEE VTT ET PEDESTRE ""DE L'ISLE-ADAM""";L'Isle-Adam;95313;5;8266;953130017;Vallée de l'Oise et des Trois Forêts;Non
49.0106000006,2.02294999998;"{""type"": ""Point"", ""coordinates"": [2.022949999978984, 49.010600000601556]}";TERRAIN DE SPORTS;Jouy-le-Moutier;95323;3;8276;953230006;Cergy Pontoise;Non
49.0102000011,2.02685000002;"{""type"": ""Point"", ""coordinates"": [2.026850000017155, 49.01020000108608]}";BOULODROME DES MERISIERS;Jouy-le-Moutier;95323;1;8300;953230031;Cergy Pontoise;Non
49.0952600009,2.09632999993;"{""type"": ""Point"", ""coordinates"": [2.096329999929027, 49.09526000094269]}";AIRE DE JEUX;Livilliers;95341;2;8306;953410001;Sausseron Impressionnistes;Non
49.1170450008,2.42088250008;"{""type"": ""Point"", ""coordinates"": [2.420882500083565, 49.11704500081978]}";"BOUCLES DE RANDONNEE ""DE LUZARCHES""";Luzarches;95352;4;8336;953520013;Carnelle - Pays de France;Non
49.154726001,1.78945124961;"{""type"": ""Point"", ""coordinates"": [1.789451249613681, 49.15472600096845]}";"BOUCLES DE RANDONNEE ""DE MAGNY-EN-VEXIN""";Magny-en-Vexin;95355;4;8348;953550010;Vexin Val de Seine;Non
49.1563200011,1.78392000032;"{""type"": ""Point"", ""coordinates"": [1.783920000317024, 49.15632000107828]}";"BOUCLES DE CYCLOTOURISME ""DE MAGNY-EN-VEXIN 2""";Magny-en-Vexin;95355;2;8351;953550013;Vexin Val de Seine;Non
49.1484000007,1.98515000062;"{""type"": ""Point"", ""coordinates"": [1.985150000615578, 49.148400000725424]}";"BOUCLES DE RANDONNEE ""DE MARINES""";Marines;95370;2;8363;953700006;Vexin Centre;Non
49.0836100009,2.50126666445;"{""type"": ""Point"", ""coordinates"": [2.501266664453773, 49.08361000088436]}";STADE SEBASTIEN BRAEMS;Marly-la-Ville;95371;3;8371;953710007;Roissy Pays de France;Non
49.0305000013,1.97884000024;"{""type"": ""Point"", ""coordinates"": [1.97884000023911, 49.030500001264656]}";CITY-STADE;Menucourt;95388;1;8378;953880004;Cergy Pontoise;Non
49.0588100011,2.15884000001;"{""type"": ""Point"", ""coordinates"": [2.158840000011258, 49.058810001060394]}";ECOLE DE VAUX;Méry-sur-Oise;95394;1;8396;953940008;Vallée de l'Oise et des Trois Forêts;Etablissement scolaire
49.0602000012,2.17061999963;"{""type"": ""Point"", ""coordinates"": [2.170619999628972, 49.06020000120721]}";STREET PLACE;Méry-sur-Oise;95394;1;8403;953940017;Vallée de l'Oise et des Trois Forêts;Non
48.9955000011,2.18872000009;"{""type"": ""Point"", ""coordinates"": [2.188720000089718, 48.995500001070205]}";PLAINE DE LOISIRS BOIS BARRAIS;Montigny-lès-Cormeilles;95424;2;8417;954240009;Val Parisis;Non
